cancer,cardiovascular,stroke,depression,rehab,vaccine,diarrhea,obesity,diabetes
67,49,75,68,45,71,72,52,84
72,82,84,58,76,66,80,53,95
67,77,68,54,62,58,65,49,84
58,36,57,57,53,71,71,44,90
61,78,74,63,55,64,72,41,65
60,47,86,65,58,58,76,39,64
58,42,79,63,84,47,94,37,70
67,45,90,49,97,44,68,86,100
68,56,68,66,48,74,76,77,78
66,36,70,71,61,67,83,51,75
62,32,64,61,48,74,77,49,76
59,36,65,64,56,79,75,66,78
66,27,69,58,60,73,77,51,77
64,39,78,50,64,56,71,29,65
60,31,77,69,62,70,85,31,80
63,29,71,64,37,74,74,51,63
65,36,74,60,66,78,76,50,81
55,32,73,54,100,71,74,53,89
56,32,68,64,92,80,77,31,88
63,28,67,60,38,83,73,55,73
59,25,65,61,74,73,78,47,80
60,29,61,57,77,61,59,52,80
65,47,70,64,68,62,69,56,81
73,34,73,68,40,79,72,53,81
65,29,96,74,41,78,69,66,85
65,38,70,63,50,76,72,49,79
61,33,62,63,42,80,70,60,77
64,44,70,68,44,62,79,51,78
65,39,76,53,61,64,72,46,72
63,22,82,58,36,64,81,47,76
70,40,73,65,69,65,86,37,77
59,45,74,61,51,61,71,35,75
67,33,80,66,90,69,74,58,80
68,78,73,59,79,64,73,52,77
66,31,80,71,34,83,71,82,73
64,46,90,69,45,76,76,59,76
64,46,83,63,54,74,80,47,81
65,30,83,61,65,52,86,51,84
68,100,76,60,53,70,75,43,95
57,51,67,60,60,66,68,57,66
68,44,72,72,42,64,91,67,79
65,43,74,62,70,63,70,72,86
64,31,64,64,51,65,71,60,70
66,37,86,69,41,76,80,57,81
72,47,77,71,46,89,75,61,87
68,36,84,75,70,78,78,66,71
67,32,79,62,75,68,97,52,75
64,34,81,79,26,95,80,67,78
67,31,74,35,38,59,80,0,56
57,19,80,59,28,85,67,50,81
59,28,67,54,39,78,63,51,80
52,14,72,58,19,76,80,51,80
63,31,86,55,53,56,66,37,83
58,0,100,59,32,83,70,0,97
47,44,48,59,29,53,59,40,84
58,28,59,54,47,71,66,50,66
61,28,61,68,68,73,77,42,73
64,46,64,59,61,72,70,50,78
62,25,79,70,46,78,66,61,69
60,31,79,53,33,85,92,40,80
65,31,78,71,50,87,65,36,81
58,28,70,58,65,70,68,54,81
57,31,78,74,40,77,65,71,95
64,26,59,59,80,75,85,47,80
49,33,71,65,31,68,75,47,69
59,28,73,63,45,88,64,46,81
59,27,70,59,55,69,66,64,74
59,52,53,67,39,70,66,53,82
67,10,75,64,58,91,69,46,93
59,27,93,66,42,70,75,45,80
55,31,68,66,50,68,69,54,75
57,57,55,60,36,65,71,48,80
57,19,74,61,43,68,66,56,72
65,27,64,63,49,78,73,55,79
61,29,65,64,45,71,68,49,80
58,0,0,0,0,0,0,0,0
59,44,58,60,26,61,77,51,78
61,31,75,59,40,80,65,86,79
61,35,76,67,43,84,61,47,66
59,33,55,58,37,65,61,53,74
64,27,70,52,40,56,78,47,81
56,29,53,52,28,69,50,45,67
58,25,60,62,34,78,72,48,80
59,30,69,60,43,74,68,54,69
64,23,77,63,40,76,66,40,79
57,22,63,56,42,80,63,46,71
56,31,62,58,44,67,59,58,73
60,26,81,59,39,77,55,50,61
61,37,57,59,37,80,61,56,76
57,27,55,66,28,72,51,64,67
59,31,55,52,52,60,65,42,70
53,24,60,59,28,76,56,53,63
59,29,64,55,36,75,66,55,76
56,42,61,68,36,61,73,63,77
58,38,76,63,59,89,70,62,75
63,33,77,61,43,85,75,53,73
